19.6313  98.268  -11.1148
9.5042  81.9729  -15.4974
-8.91245  82.5453  -2.42835
-19.86  80.4648  15.7142
3.08111  80.7257  -9.39644
8.46021  89.8832  2.776
10.2415  96.7818  8.4038
-8.69053  110.449  -5.12553
-2.38726  102.757  2.10895
10.6247  89.9048  -15.49
8.51572  93.1891  11.8606
-10.8393  104.478  12.3158
6.34937  108.344  -2.30824
11.8621  87.699  -17.1139
11.4109  94.2041  -25.6304
-25.9451  94.5451  22.7908
0.955442  73.8386  -11.2653
12.6491  78.5858  -9.24911
-3.58224  92.1874  3.01826
5.79  96.5382  19.6475
0.178577  88.6466  -0.538341
-2.01481  94.2547  -16.9207
-13.6802  98.7257  -1.20929
13.1641  94.9703  18.3933
0.265156  96.7996  2.85727
2.04919  99.7819  -7.89952
9.48174  96.4336  2.05725
0.669361  99.5873  -1.20474
-10.2215  102.116  -12.9191
-3.95811  89.4858  -6.36539
3.84273  82.5614  -3.47086
-1.06334  92.1392  8.21052
13.5442  95.4452  20.8538
-3.32218  81.2269  -10.228
-11.0205  88.9867  -16.9525
1.77353  87.3415  12.3782
-1.3335  87.1563  3.46035
13.6373  101.687  -11.6788
5.7099  97.3245  -3.49514
7.0392  97.0957  10.9141
-6.36236  99.7258  3.01649
4.8267  89.9961  -11.8791
4.38669  99.1882  -0.543045
-4.38798  105.806  7.45235
0.395348  100.457  -1.33658
-14.6855  79.5708  -1.70186
-3.85056  88.5017  4.71157
6.46142  98.1823  11.7466
10.3607  91.7196  12.2578
1.391  74.517  -7.86687
-1.23761  80.2078  -2.84388
-7.31648  91.537  -1.66182
13.8293  95.3022  -14.7821
5.02369  83.8859  -22.3359
1.7611  89.9512  -0.586164
6.98368  107.316  18.0717
-1.89458  109.413  3.40229
3.43781  102.244  -8.21958
-3.12844  105.75  2.29575
0.513115  97.5011  21.0638
-3.31819  97.5308  7.80155
4.93043  83.7057  -21.2459
2.80111  94.3124  -20.3088
-24.947  82.9865  22.972
-9.32783  80.9023  27.7397
17.5807  76.0548  -4.60697
21.8507  81.5415  -19.7547
8.10257  104.188  -18.0534
-10.9584  95.6716  -12.249
-7.94014  84.3471  4.30993
-7.01889  102.142  20.7888
13.3718  106.755  22.3429
5.29976  106.28  -7.20245
-6.91264  96.778  -12.4482
-4.5607  100.156  2.7742
7.57696  100.106  6.79587
6.5669  92.1055  -3.7789
-11.3916  80.5277  -8.89407
-8.02515  87.2544  9.54723
4.67101  83.3673  -6.12192
0.855476  74.3771  -9.98451
-14.7  86.7606  -8.15976
7.4198  100.131  4.38302
8.97028  97.4611  13.0025
-0.230263  93.5204  3.26907
5.72895  88.4578  0.360924
-1.53642  100.018  -1.60163
2.77681  103.198  -4.77502
12.0016  102.135  -1.01302
-1.93775  92.9713  -1.1395
-4.15292  98.4503  -0.245833
-13.7663  92.6044  14.6198
5.5713  97.2612  -11.3923
12.8347  84.2123  -10.626
-3.0971  86.8599  -2.28131
-4.33528  83.21  9.2035
-15.3235  78.2947  0.727066
-2.30192  89.8339  0.852011
2.64311  93.2863  -4.33887
21.1179  93.5851  -1.12679
5.64459  98.6014  2.66267
-10.003  97.5339  -2.71351
-2.00466  96.9127  6.22267
7.84405  103.041  5.13129
1.37723  101.94  -7.97471
-13.2629  82.3848  4.54717
0.484974  103.6  -5.28841
4.84948  103.748  2.77336
4.49052  85.2727  -4.03049
-22.5796  77.9254  -25.0946
-9.71921  86.7568  11.1875
0.647621  92.3481  11.7236
8.72363  84.2053  5.90546
12.0573  81.4265  9.75576
-0.425526  87.4596  4.98966
-9.27589  105.97  -9.606
-1.31643  98.0848  -8.6315
-3.93522  96.645  -6.81968
13.8923  101.56  4.54487
-7.24354  101.36  13.8379
4.80919  94.3313  -8.84933
-2.90074  101.598  -2.36324
6.4381  96.4553  1.13118
-7.5803  95.6691  15.2166
-3.62971  88.258  1.48459
5.38059  84.01  -7.44702
-0.627106  83.5729  -9.22832
18.1993  81.6436  -1.11863
-10.4573  85.0908  2.2605
-11.8046  80.4145  -5.54259
-14.1192  88.8181  8.4864
-4.54388  100.148  10.3924
5.99284  100.04  12.9634
6.55476  98.4861  -12.5037
-6.77388  100.96  -11.7098
-10.6608  104.032  15.0529
13.2257  101.473  9.73288
16.5471  95.9774  -0.993549
5.73072  86.7629  -21.4513
-17.6656  95.3503  3.14587
-0.338066  99.0743  3.21836
18.5689  82.5212  13.0659
8.06544  78.9995  -3.36933
-24.8906  77.4818  -0.192385
-9.07032  93.6778  -6.14218
6.86871  89.9994  -2.27969
3.24207  93.9912  -8.72988
-10.1175  96.8535  4.62465
-12.9151  88.8729  7.3618
4.30242  102.027  -7.03239
20.0576  105.283  0.728724
8.07747  96.0478  8.46774
-0.773266  98.8946  -0.446373
-5.40259  102.529  -2.93004
2.39692  95.3849  -1.55305
6.16333  85.337  4.18675
-14.8341  80.331  3.38338
