0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 2547.66 0
0 0 0 0 2078.62 0
0 0 0 0 1268.2 0
0 0 0 0 1708.44 0
0 0 0 0 2540.35 0
0 0 0 0 1742.76 0
0 0 0 0 1838.37 0
0 0 0 0 2844.85 0
0 0 0 0 2870.62 0
0 0 0 0 2626.04 0
0 0 0 0 3034.69 0
0 0 0 0 3365.34 0
0 0 0 0 2983.15 0
0 0 0 0 3131.77 0
0 0 0 0 3279.58 0
0 0 0 0 2884.98 0
0 0 0 0 3117.93 0
0 0 0 0 2728.55 0
0 0 0 0 3025.22 0
0 0 0 0 2553.35 0
0 0 0 0 2629.54 0
0 0 0 0 2270.67 0
0 0 0 0 2721.88 0
0 0 0 0 2198.58 0
0 0 0 0 2405.53 0
0 0 0 0 1932.08 0
0 0 0 0 2700.42 0
0 0 0 0 2208.7 0
0 0 0 0 2628.93 0
0 0 0 0 1917.05 0
0 0 0 0 5717.74 0
0 0 0 0 6478.88 0
0 0 0 0 6272.04 0
0 0 0 0 5612.08 0
0 0 0 0 5248.4 0
0 0 0 0 5248.06 0
0 0 0 0 4091.75 0
0 0 0 0 4147.8 0
0 0 0 0 4270.81 0
0 0 0 0 3340.22 0
0 0 0 0 3296.63 0
0 0 0 0 2804.05 0
0 0 0 0 1827.66 0
0 0 0 0 2217.13 0
0 0 0 0 3075.24 0
0 0 0 0 1822.64 0
0 0 0 0 1128.68 0
0 0 0 0 4548.83 0
0 0 0 0 2365.79 0
0 0 0 0 1915.08 0
0 0 0 0 4653 0
0 0 0 0 0 0
0 0 0 0 1084.39 0
0 0 0 0 988.123 0
0 0 0 0 2901.81 0
0 0 0 0 1945.07 0
0 0 0 0 4975.67 0
0 0 0 0 0 0
0 0 0 0 1203.74 0
0 0 0 0 1296.78 0
0 0 0 0 4626.87 0
0 0 0 0 732.6 0
0 0 0 0 3677.7 0
0 0 0 0 4845.17 0
0 0 0 0 642.763 0
0 0 0 0 3111.04 0
0 0 0 0 5227.96 0
0 0 0 0 703.569 0
0 0 0 0 3593.18 0
0 0 0 0 5202.21 0
0 0 0 0 0 0
0 0 0 0 1514.04 0
0 0 0 0 2930.12 0
0 0 0 0 2973.94 0
0 0 0 0 3251.45 0
0 0 0 0 5487.11 0
0 0 0 0 111.512 0
0 0 0 0 3350.06 0
0 0 0 0 5255.69 0
0 0 0 0 0 0
0 0 0 0 960.481 0
0 0 0 0 1342.53 0
0 0 0 0 3364.83 0
0 0 0 0 3051.57 0
0 0 0 0 5231.79 0
0 0 0 0 37.3882 0
0 0 0 0 2932.92 0
0 0 0 0 5574.1 0
0 0 0 0 196.814 0
0 0 0 0 1267.2 0
0 0 0 0 3325.68 0
0 0 0 0 5081.51 0
0 0 0 0 0 0
0 0 0 0 1368.14 0
0 0 0 0 3041.29 0
0 0 0 0 986.761 0
0 0 0 0 3365.22 0
0 0 0 0 5455.4 0
0 0 0 0 295.687 0
0 0 0 0 3417.53 0
0 0 0 0 5758.97 0
0 0 0 0 360.225 0
0 0 0 0 3008.45 0
0 0 0 0 5547.83 0
0 0 0 0 94.7881 0
0 0 0 0 2551.4 0
0 0 0 0 5296.04 0
0 0 0 0 479.072 0
0 0 0 0 1858.98 0
0 0 0 0 2317.46 0
0 0 0 0 5226.55 0
0 0 0 0 180.026 0
0 0 0 0 1743.74 0
0 0 0 0 3070.04 0
0 0 0 0 5044.85 0
0 0 0 0 0 0
0 0 0 0 1198.4 0
0 0 0 0 1672.59 0
0 0 0 0 3338.46 0
0 0 0 0 3031.72 0
0 0 0 0 5804.06 0
0 0 0 0 469.384 0
0 0 0 0 3235.75 0
0 0 0 0 5269.28 0
0 0 0 0 320.252 0
0 0 0 0 3035.71 0
0 0 0 0 5239.76 0
0 0 0 0 319.304 0
0 0 0 0 1896.24 0
0 0 0 0 2989.41 0
0 0 0 0 5119.52 0
0 0 0 0 428.154 0
0 0 0 0 1864.2 0
0 0 0 0 3243.91 0
0 0 0 0 5087.44 0
0 0 0 0 206.904 0
0 0 0 0 1866.86 0
0 0 0 0 2948.76 0
0 0 0 0 5165.71 0
0 0 0 0 405.208 0
0 0 0 0 1855.27 0
0 0 0 0 3003.27 0
0 0 0 0 5245.36 0
0 0 0 0 159.263 0
0 0 0 0 2581.72 0
0 0 0 0 5193.22 0
0 0 0 0 647.33 0
0 0 0 0 2146.57 0
0 0 0 0 3142.64 0
0 0 0 0 4895.48 0
0 0 0 0 7.96804 0
0 0 0 0 1886.99 0
0 0 0 0 3089.28 0
0 0 0 0 5246.27 0
0 0 0 0 46.257 0
0 0 0 0 2010.67 0
0 0 0 0 2983.2 0
0 0 0 0 5251.29 0
0 0 0 0 187.657 0
0 0 0 0 2018.82 0
0 0 0 0 3296.06 0
0 0 0 0 4996.17 0
0 0 0 0 7.37858 0
0 0 0 0 2010.83 0
0 0 0 0 2971.88 0
0 0 0 0 6231.52 0
0 0 0 0 2815.57 0
0 0 0 0 2984.25 0
0 0 0 0 2367.61 0
0 0 0 0 2545.87 0
0 0 0 0 2270.01 0
0 0 0 0 2466.47 0
0 0 0 0 2852.3 0
0 0 0 0 2944.2 0
0 0 0 0 2894.18 0
0 0 0 0 3015.61 0
0 0 0 0 2890.45 0
0 0 0 0 2991.46 0
0 0 0 0 3155.41 0
0 0 0 0 2899.05 0
0 0 0 0 3155.91 0
0 0 0 0 3064.35 0
0 0 0 0 2761.31 0
0 0 0 0 3088.98 0
0 0 0 0 2993.01 0
0 0 0 0 2388.17 0
0 0 0 0 2526.48 0
0 0 0 0 2767.62 0
0 0 0 0 2185.35 0
0 0 0 0 2507.91 0
0 0 0 0 2551.38 0
0 0 0 0 1884.99 0
0 0 0 0 2593.46 0
0 0 0 0 2345.29 0
0 0 0 0 2654.16 0
0 0 0 0 1895.9 0
0 0 0 0 5477.33 0
0 0 0 0 5806.06 0
0 0 0 0 6036.33 0
0 0 0 0 5478.69 0
0 0 0 0 5037.83 0
0 0 0 0 5108.84 0
0 0 0 0 4211.25 0
0 0 0 0 4176.99 0
0 0 0 0 4175.7 0
0 0 0 0 3363.5 0
0 0 0 0 3373.2 0
0 0 0 0 2847.54 0
0 0 0 0 1849.34 0
0 0 0 0 2560.55 0
0 0 0 0 3125.76 0
0 0 0 0 1769.26 0
0 0 0 0 1387.64 0
0 0 0 0 4791.55 0
0 0 0 0 1791.91 0
0 0 0 0 2008.39 0
0 0 0 0 4775.15 0
0 0 0 0 0 0
0 0 0 0 961.928 0
0 0 0 0 1035.21 0
0 0 0 0 2374.17 0
0 0 0 0 1913.39 0
0 0 0 0 4908.77 0
0 0 0 0 0 0
0 0 0 0 1203.94 0
0 0 0 0 1086.84 0
0 0 0 0 3474.73 0
0 0 0 0 2458.79 0
0 0 0 0 5517.16 0
0 0 0 0 125.891 0
0 0 0 0 3779.42 0
0 0 0 0 5336.94 0
0 0 0 0 0 0
0 0 0 0 1054.44 0
0 0 0 0 2467.77 0
0 0 0 0 5113.46 0
0 0 0 0 1165.19 0
0 0 0 0 3197.4 0
0 0 0 0 5091.2 0
0 0 0 0 506.572 0
0 0 0 0 2702.95 0
0 0 0 0 5250.54 0
0 0 0 0 339.598 0
0 0 0 0 3156.35 0
0 0 0 0 5057.71 0
0 0 0 0 0 0
0 0 0 0 1256.67 0
0 0 0 0 1553.52 0
0 0 0 0 3508.73 0
0 0 0 0 3074.64 0
0 0 0 0 5364.75 0
0 0 0 0 54.5392 0
0 0 0 0 3002.95 0
0 0 0 0 5682.03 0
0 0 0 0 0 0
0 0 0 0 1185.29 0
0 0 0 0 2348.46 0
0 0 0 0 5125.92 0
0 0 0 0 454.986 0
0 0 0 0 3001.24 0
0 0 0 0 4858.55 0
0 0 0 0 0 0
0 0 0 0 1141.68 0
0 0 0 0 1680.77 0
0 0 0 0 3084.22 0
0 0 0 0 3187.07 0
0 0 0 0 5391.98 0
