0  -1.06597  32.5949  -4.89737  //    -0.63263  35.6453  -6.9914  -4.57474  30.5604  -0.244512  -4.9297  30.786  5.19782  -0.723844  30.6581  -6.43134  0.496869  32.8976  -1.22135  -1.55922  39.0395  -14.5521  3.71331  32.5542  -4.47717  -0.457022  37.8688  -14.7064  -4.70405  39.9171  -9.81317  0.359874  31.8171  3.47457  3.50358  30.0593  -12.6508  -3.06351  31.5737  1.53651  -4.19761  29.2735  -1.78536  -3.61533  31.2423  -1.22792  -2.95072  28.847  -7.92786  5.69897  35.4351  -9.46515  -0.941742  30.9574  -8.44108  3.30626  26.5181  3.10613  -5.0572  28.5069  0.112304  1.19859  33.1111  -15.001  -2.43088  31.4218  -6.99674  1.0682  34.3033  -3.95922  -5.82548  38.3518  -9.78809  1.31629  33.1086  0.154284  -1.64759  30.4181  -0.335125
1  -1.01658  37.325  -18.478  //    -0.188854  39.7122  -21.2825  -0.646879  37.0738  -17.6201  -3.19563  38.9921  -17.6861  -3.07615  31.6976  -8.37717  -4.12764  39.7971  -19.3447  0.997301  44.0844  -28.1006  3.96472  36.2204  -20.9044  2.67097  41.9413  -29.0228  -5.92597  43.4533  -18.8784  -1.06169  38.5321  -12.3528  5.23454  36.4685  -27.4406  -2.12804  42.6954  -22.4958  -4.03197  26.8316  -2.29101  -2.09819  29.8649  -0.162928  -3.00924  32.7678  -15.1503  3.72411  42.0016  -23.771  -4.69112  28.9995  -5.25956  6.1952  32.8074  -19.2235  -5.40766  40.1559  -25.7417  -1.02428  36.4359  -24.0326  -2.2349  34.4684  -14.8198  -1.67257  42.5743  -30.0512  -5.30546  37.5597  -8.69749  3.74502  42.3194  -29.802  -2.12009  35.6704  -19.44
2  -4.32323  41.4128  -26.0784  //    -4.43703  41.2021  -20.6384  -1.6911  41.4033  -25.5583  -5.422  47.0061  -35.3942  -2.21514  39.3369  -24.8078  -3.04633  44.8094  -29.4979  -0.322403  44.9524  -23.0216  -1.61559  43.7529  -36.7568  -5.65663  41.8086  -25.6444  -6.36621  45.9338  -30.5399  -5.01402  44.5752  -27.995  -1.51624  39.3725  -26.1911  -5.49634  46.5169  -28.1584  -3.29178  35.3414  -19.5311  -5.4917  36.0882  -18.1545  -5.71591  36.9736  -21.6491  -5.18388  44.8552  -29.4733  -5.37534  38.0274  -22.004  2.50814  35.0695  -21.53  -5.90093  40.0715  -29.6113  -6.8336  35.8034  -16.519  -10.9185  40.193  -26.8982  -1.46212  43.0093  -31.1974  -8.70037  44.316  -26.5979  -4.42543  44.8237  -29.0397  -4.4902  40.0778  -25.5515
3  -3.1433  41.8721  -26.0187  //    0.0304544  42.9092  -21.3104  -0.751716  40.4805  -24.4262  -8.13808  42.0745  -22.7904  2.19763  40.625  -24.2669  -3.87786  44.5777  -29.2561  1.64534  47.1861  -29.3037  -3.85916  40.3596  -30.6357  -7.11963  46.3965  -34.0528  -1.63215  43.8503  -28.9433  -9.20995  42.5974  -22.3087  -5.44998  41.8729  -32.3965  -6.21039  44.574  -21.5793  3.25783  40.7761  -29.5391  0.625355  41.5974  -30.5048  -1.95145  38.9931  -28.1541  0.196891  44.9316  -27.3724  -2.43952  44.9427  -28.902  0.868716  33.5297  -10.7933  -7.28529  33.1209  -18.5637  -1.1753  37.455  -20.7412  -8.53686  40.7275  -27.6023  -3.43092  38.8716  -21.5667  -5.04149  48.3746  -38.9182  -3.92765  45.5631  -22.6076  -7.36742  40.4152  -23.9323
4  -1.62069  37.6469  -18.0139  //    4.16891  40.1243  -15.3812  0.320363  35.914  -15.871  -3.60292  36.9902  -10.7419  -1.50285  34.6164  -12.7859  -2.17015  39.8331  -19.9558  6.63734  47.3905  -32.6205  -1.63161  36.1431  -17.6917  -3.63655  40.5044  -24.628  -6.58013  36.118  -16.3113  -5.09954  36.4333  -9.35573  0.173769  39.1387  -29.3593  -4.95492  42.7084  -19.8787  -0.0188255  33.5218  -14.7272  -4.1329  35.0426  -18.1971  -5.09562  32.9464  -19.5402  6.56778  39.0869  -17.4711  -1.90149  39.3649  -16.0522  -0.259384  34.0881  -7.32671  -7.6993  34.0354  -23.4225  5.11961  33.2036  -16.6559  -4.0331  34.9984  -13.823  0.586198  38.507  -21.1015  -9.19536  41.3162  -24.7566  4.20732  42.0353  -17.5849  -6.78391  37.1123  -15.1066
5  -3.41837  33.6523  -5.02109  //    -0.747719  34.3135  3.07765  -5.34301  34.3752  -12.3957  -1.52277  32.2827  6.75422  -7.13654  28.6223  2.36985  -2.71005  34.6807  -2.69034  -0.629939  40.803  -13.1239  0.380539  36.1035  -11.0942  -4.61276  34.5865  -6.49201  -8.89215  37.3437  -19.6569  -6.87645  33.2194  4.27412  -0.0945158  34.4629  -11.666  -2.71818  40.8006  -17.5778  -8.13645  25.7312  9.17205  -5.03311  33.1285  -7.8404  -8.23233  27.6701  0.362848  3.64213  34.6673  -11.4129  -6.40806  33.5199  -2.42291  0.787638  31.5253  1.06985  -6.40141  31.1674  -9.68923  -0.219268  24.9076  5.96274  -3.51216  32.8648  -5.98336  1.62876  38.2497  -15.6727  -9.91084  32.966  3.16393  2.43259  38.6729  -14.6617  -5.19322  34.6429  0.645397
6  -5.19992  30.7409  3.11642  //    -7.16326  31.1006  6.70485  -7.58701  32.1198  -1.52617  -2.33651  33.6963  2.22634  -6.01108  27.167  2.74816  -3.62638  30.8561  8.59038  -4.06882  34.7844  1.75332  -2.88466  32.6314  0.520138  -6.77882  30.8919  4.68963  -8.72132  33.7741  -4.92516  -7.4164  32.3013  3.21765  -1.44868  27.9064  5.46727  -6.79836  32.5384  5.92402  -7.21682  26.9995  2.61142  -2.34091  32.621  3.52462  -7.561  25.2165  5.66892  -1.0108  30.5638  -3.89648  -3.45958  27.2617  10.3825  -1.15763  29.1251  8.94512  -7.5674  29.3339  5.03121  -10.4182  24.202  4.1525  -5.05457  29.1796  2.72873  -4.67343  31.6265  2.77372  -7.64804  35.6616  0.141873  -1.73741  34.3922  -2.06271  -5.31088  32.5706  2.51858
7  -2.53231  30.7838  -0.445845  //    -1.13249  33.9738  -2.84624  -4.69711  25.8179  10.9512  0.359621  36.72  -7.48214  0.0460647  29.9308  -4.55946  -0.320464  35.7313  -0.722888  1.70789  37.5081  -7.96327  -2.70931  30.113  3.04137  -3.14567  32.5611  -2.38269  -7.56913  28.9355  3.59084  -4.26785  35.4313  -7.60107  -2.01534  29.2782  -0.200404  -5.30021  30.9301  7.35255  0.724656  29.9868  -10.2885  -0.301097  31.042  5.71743  -1.95028  28.298  -2.64983  -5.04635  25.5862  -0.358975  -2.16385  25.4791  8.81658  6.18257  30.3569  1.94406  -3.77991  30.8445  5.20222  -3.3819  28.5287  -4.05712  -7.97114  24.9321  5.61957  -9.63721  25.4118  3.5074  0.448501  38.3948  -10.8416  -7.26009  28.5531  3.05159  -0.12771  35.2495  -7.98679
8  -0.132427  32.699  -7.5728  //    0.66506  33.5727  -5.12818  0.318995  29.5057  0.428607  -1.45869  34.4706  -6.63098  1.44352  30.6204  -7.11833  3.30854  40.8911  -16.5769  3.32604  39.1564  -15.0476  0.710978  34.9829  -8.0696  -2.08568  34.5024  -10.0624  -1.25236  31.662  -6.55564  -5.04251  33.7488  -7.74565  0.175365  33.5753  -11.8719  3.37208  39.2949  -9.93172  0.278676  26.0457  -7.44184  0.446509  32.2106  -1.56936  -0.704432  32.2118  -8.02121  0.758392  26.7106  -5.24452  -0.266024  27.5396  0.575751  5.2036  31.4541  -5.41509  0.332283  36.0835  -5.36652  0.272363  29.6883  -5.3772  -5.05231  28.6051  -1.05124  -3.70808  30.7676  -13.1713  -1.17712  32.9988  -9.99886  -0.545938  31.8935  -8.268  -2.62994  35.2819  -14.6604
9  -2.04517  31.3516  -7.23573  //    -2.65004  30.654  1.319  -1.76675  32.9554  -9.75698  -0.597325  33.6132  -4.9512  -1.89688  28.0324  -1.285  -2.32049  35.6451  -12.829  3.19985  32.7673  -7.96221  -0.541289  36.0997  -14.608  -7.16002  33.0058  -11.0004  -1.03576  31.8918  -14.384  -4.91978  32.5475  -4.54867  -0.641005  32.1555  -9.49709  -1.33476  38.0608  -13.1491  -1.5388  23.7815  -4.11223  -1.83721  36.0606  -11.5593  -1.73746  31.8182  -6.49035  5.06585  28.3882  -6.49823  -6.49066  26.8362  -1.8499  0.324887  29.9763  -2.456  -5.65946  34.239  -7.62955  0.979198  28.347  0.119561  -5.35889  33.1074  -6.91558  -6.50976  27.6765  -6.60589  -3.18043  27.8539  -5.97205  1.26433  29.7138  -9.28567  -4.78668  28.5642  -8.98539
10  -4.08021  35.4984  -15.4735  //    -3.18471  37.0704  -9.13706  -7.5431  35.5665  -15.7967  0.836476  38.7506  -13.1871  -3.60622  33.3055  -10.4222  -2.93403  40.2025  -23.0687  1.10239  41.3243  -22.9368  -3.36122  40.4269  -20.9666  -8.18971  37.2805  -17.6316  -6.37622  32.2462  -16.7936  -3.77923  37.6282  -13.3914  -4.92711  37.0296  -16.8346  -3.71491  36.6434  -13.448  0.916954  29.9039  -18.5886  -3.00214  38.3026  -15.8433  -4.44475  37.5991  -17.9056  -2.39753  33.1968  -16.1526  -4.27526  27.9837  -6.90931  -3.22411  32.9003  -11.7381  -5.99959  37.8993  -18.2009  0.654798  34.1877  -10.1149  -8.34181  37.1979  -13.6194  -7.51134  29.5174  -9.69191  -5.09468  33.8856  -17.6727  -6.43505  33.696  -16.8603  -7.17314  33.7143  -19.9268
11  -5.05502  32.5689  -4.32275  //    -6.36611  32.5289  0.754622  -9.26049  32.1845  -3.6074  -1.37898  36.2072  -2.58426  -4.09244  25.8163  1.71452  0.00029459  38.6982  -13.5379  -0.218748  38.6203  -13.8334  -5.46141  38.9253  -6.42994  -9.64683  34.7681  -4.55797  -8.25443  30.2113  -4.62611  -5.88036  36.0912  -3.82368  -5.33408  34.3688  -4.15753  1.1579  28.3348  1.47022  -3.62082  24.5046  -5.7135  -5.89275  35.6216  -2.82552  -4.35589  34.4353  -7.19438  -3.67233  28.9068  -3.68448  -4.13122  26.928  3.85006  -4.35155  30.9979  -3.11415  -2.59439  34.6325  -10.6432  -2.59762  31.7303  -3.59016  -9.97792  36.3038  -4.48486  -9.62627  28.1251  -0.238475  -7.3105  32.7274  -8.31282  -5.70264  30.3262  -1.25856  -7.8058  32.2284  -7.63979
12  -3.53671  31.5799  0.5448  //    -4.4723  32.7966  3.18443  -6.76827  28.9225  4.18858  0.293451  35.9887  1.1374  -3.60404  27.121  1.34693  -1.8775  36.4284  -2.82092  -1.13686  35.2831  -4.40425  -4.70597  35.6896  1.65857  -7.0764  33.8034  -1.91125  -6.27297  31.2182  -3.58009  -3.65281  34.08  1.74829  -4.05036  31.9498  1.63522  1.52964  25.193  10.389  -2.88682  24.7373  -3.55165  -0.916729  35.772  0.764924  -2.93042  34.6594  -2.60415  -1.94591  25.5401  1.84556  -1.96491  26.6583  9.41688  -2.42773  33.6866  -0.500408  -4.29846  32.8131  -2.04763  1.23341  30.4673  -1.0757  -6.07211  34.6165  -0.687817  -7.73091  29.3889  2.20728  -3.35294  32.1774  -0.186299  -5.75733  27.5672  0.74399  -7.57241  32.9393  -3.27693
13  -4.11764  33.7335  -4.59688  //    -7.245  32.9356  0.54956  -5.71607  32.0818  -2.02907  -3.96762  38.6987  -5.42486  -7.07003  29.9551  -2.41913  -0.128925  39.2787  -6.79072  1.21966  34.9767  -4.57637  -4.19781  37.8606  -5.34183  -6.89035  35.473  -8.59883  -6.66204  33.5179  -7.78665  -3.06614  36.0222  -6.53257  -2.55009  33.699  -3.51823  -2.12985  31.9522  0.375428  -6.37182  28.3248  -7.67688  -3.90066  38.8119  -6.16961  -0.715132  36.279  -5.88375  -2.69846  26.209  -3.18622  -7.15052  28.0366  2.6985  -3.83986  36.807  -7.02298  -2.66411  35.1367  -5.01979  -0.334874  31.7311  -3.7479  -7.03776  36.5231  -5.74422  -9.79344  32.8223  -3.25614  -3.14297  33.2954  -2.07645  -3.33592  28.5057  -6.13195  -3.55113  34.4045  -9.61122
14  -6.7936  39.0737  -15.1746  //    -8.4713  40.8614  -11.7043  -8.84455  40.9375  -15.1656  -2.18852  43.194  -16.1113  -3.97677  34.7369  -9.15467  -6.71676  45.5325  -19.8687  -2.57158  39.5941  -15.301  -6.39502  42.48  -16.5532  -10.5457  41.0808  -19.1047  -9.60919  39.4987  -17.7702  -6.44228  41.9775  -18.7299  -6.09828  38.5326  -14.2181  -7.45924  39.77  -13.3694  -3.11624  32.9048  -13.8833  -5.99066  43.7363  -17.041  -6.1974  41.6042  -16.8126  -6.82027  31.1361  -12.7393  -6.45328  31.8142  -7.60585  -2.43725  39.7962  -15.996  -7.7001  42.7096  -15.0634  -3.42278  37.8671  -17.1145  -12.2205  42.4815  -17.9267  -8.37374  35.8305  -11.8251  -6.78281  37.6786  -10.9097  -10.6532  32.1478  -13.8139  -10.3527  38.9401  -21.5834
15  -5.68267  40.2446  -19.6284  //    -7.69944  42.9498  -18.1372  -6.93869  44.5819  -21.0272  -4.76902  45.2158  -20.8337  -6.01985  38.5832  -16.5983  -3.61444  47.6322  -25.0051  0.668721  39.6136  -18.541  -5.06478  41.902  -21.3613  -7.94318  40.7675  -20.9438  -7.9603  40.6925  -22.1537  -4.06932  42.0009  -20.6397  -4.15408  38.9171  -17.8669  -4.08693  40.7666  -14.3092  -6.22576  34.9854  -18.184  -4.17277  42.728  -20.9856  -1.74203  42.6194  -20.7595  -4.65321  33.0818  -16.1254  -7.60117  35.0006  -13.7042  -3.74104  41.2829  -18.5739  -5.0354  44.4651  -20.6977  -1.99996  36.9784  -19.439  -9.68661  42.6164  -23.2648  -11.8129  37.1838  -18.8541  -5.80006  38.2078  -18.0288  -7.71544  36.5083  -21.8777  -10.2291  36.8345  -22.7973
16  -6.14352  39.7135  -18.4913  //    -11.8267  41.731  -19.682  -9.79279  42.531  -21.5952  -0.918137  46.0574  -20.0166  -2.71515  38.9432  -17.4787  -5.37054  49.9028  -24.3236  -1.64515  38.6604  -16.7737  -6.31369  41.0307  -20.3269  -9.17685  39.643  -19.4847  -9.99006  38.9489  -20.9975  -5.86592  42.4022  -20.3806  -6.19847  38.9174  -16.6845  -6.63807  40.822  -13.6085  -1.48474  34.3651  -15.938  -5.3465  41.6873  -20.6711  -3.59512  41.6861  -19.0002  -7.10904  32.8301  -14.1554  -3.78057  34.9444  -12.9788  -0.32609  41.1756  -16.6905  -7.4072  42.195  -19.9207  -4.19093  37.0008  -16.7995  -11.2844  42.5229  -23.8741  -7.01161  36.2371  -17.2043  -7.26465  36.3033  -16.4973  -9.16073  37.4772  -19.4785  -9.17488  34.8219  -17.7227
