-0.4004  -0.372329  31.6268  0.556727
-0.4004  -0.414861  32.1824  0.33762
-0.4004  -0.64511  32.3981  1.17904
-0.4004  -1.15973  32.7333  1.28295
-0.4004  -0.712527  33.799  1.22562
-0.4004  -1.00078  34.0169  0.950433
-0.4004  -0.872483  33.7297  0.339748
-0.4004  -1.41306  33.7975  0.289669
-0.4004  -1.35186  33.9076  1.00238
-0.4004  -0.702295  33.6211  0.0285893
-0.4004  -1.29168  33.3268  -0.638965
-0.4004  -1.44783  32.8087  -0.186987
-0.4004  -0.847499  32.5274  0.192973
-0.4004  -0.242826  32.327  0.0800926
-0.4004  -0.928506  31.738  0.218438
-0.4004  -0.461451  31.4054  0.719315
-0.4004  -0.429654  30.9832  0.975275
-0.4004  0.234654  30.8738  1.25926
-0.4004  -0.488122  31.0601  0.259954
-0.4004  -1.4778  31.1601  1.10029
-0.4004  -0.788642  31.2955  1.89256
-0.4004  -1.07537  31.8532  2.09115
-0.4004  -1.41891  32.5182  1.77453
-0.4004  -1.69492  32.7549  1.45961
-0.4004  -1.63287  33.0318  1.17211
-0.4004  -1.43694  33.4648  1.38969
-0.4004  -1.70323  34.359  0.920097
-0.4004  -1.69536  34.5127  0.311829
-0.4004  -1.40349  34.0723  1.00195
-0.4004  -0.916035  34.1408  0.637151
-0.4004  -1.43816  34.2994  0.737694
-0.4004  -0.720991  33.9227  -0.46584
-0.4004  -1.10351  32.5205  0.465902
-0.4004  -1.23145  31.987  0.658006
-0.4004  -0.975456  31.543  1.10787
-0.4004  -1.16658  31.264  1.15674
-0.4004  -0.636478  30.0712  2.07533
-0.4004  -0.795987  29.6585  2.34951
-0.4004  -0.712045  30.3089  2.23027
-0.4004  -0.57907  30.0377  3.01718
-0.4004  -1.0087  30.0499  2.08926
-0.4004  -0.702488  30.5376  2.95503
-0.4004  -0.567549  32.5027  2.56576
-0.4004  -1.0826  33.2654  1.35485
-0.4004  -1.37765  34.1  1.65533
-0.4004  -0.823249  34.6298  1.21147
-0.4004  -1.29584  35.5996  1.39996
-0.4004  -1.41867  35.937  0.897035
-0.4004  -1.76372  35.2631  0.818746
-0.4004  -1.62061  35.3697  0.151312
-0.4004  -1.20397  34.9478  1.36535
-0.4004  -1.35401  34.0578  1.09308
-0.4004  -1.69046  32.3875  0.772295
-0.4004  -0.605741  31.5005  1.95033
-0.4004  -0.701525  30.491  0.977377
-0.4004  -1.29704  29.6082  1.13191
-0.4004  -1.4675  29.1734  1.02689
-0.4004  -1.40093  28.8719  2.2594
-0.4004  -0.80515  29.2644  2.78034
-0.4004  -0.69025  29.3128  2.82299
-0.4004  -1.33713  30.0463  2.02842
-0.4004  -0.947272  31.2454  1.8223
-0.4004  -1.17596  32.4917  1.17445
-0.4004  -1.24127  33.5918  1.39944
-0.4004  -1.50365  34.395  0.956416
-0.4004  -1.26662  35.1168  1.4549
-0.4004  -1.00674  35.2572  0.781892
-0.4004  -0.512618  35.4056  0.285043
-0.4004  -1.0774  34.711  0.0589438
-0.4004  -1.22282  34.3868  0.343113
-0.4004  -0.722042  33.3543  0.740226
-0.4004  -1.14342  32.12  1.20916
-0.4004  -0.0702656  31.0499  2.41355
-0.4004  -0.327781  29.9039  2.42259
-0.4004  0.0868935  29.3853  2.92636
-0.4004  -0.20846  28.7502  2.55184
-0.4004  -0.632266  28.6121  2.88198
-0.4004  -0.638367  28.5468  2.88512
-0.4004  -0.394225  29.573  2.42319
-0.4004  -0.264184  30.0884  2.40406
-0.4004  -0.237053  31.313  2.28144
-0.4004  -0.0771727  31.7945  1.99885
