-0.012012 -0.0996659 22.6356 -3.43481 0 17.318 0.00112191
-0.014014 -0.0834746 23.7982 -3.45856 0 17.318 0.00152704
-0.016016 -0.00868109 24.6976 -3.50312 0 17.318 0.0019945
-0.018018 0.0592728 24.6895 -3.44372 0 17.318 0.00252429
-0.02002 -0.0568426 24.478 -3.32153 0 17.318 0.00311641
-0.022022 0.000526476 24.2638 -2.964 0 17.318 0.00377085
-0.024024 0.469871 23.8657 -3.02903 0 17.318 0.00448763
-0.026026 0.425503 22.7669 -2.55307 0 17.318 0.00526673
-0.028028 0.314199 21.8298 -2.17799 0 17.318 0.00610816
-0.03003 0.247242 20.7384 -1.93725 0 17.318 0.00701191
-0.032032 0.18689 19.6697 -2.26953 0 17.318 0.007978
-0.034034 0.0403699 18.9085 -2.23226 0 17.318 0.00900641
-0.036036 0.0789339 18.5043 -2.13671 0 17.318 0.0100972
-0.038038 0.208906 18.9825 -2.43935 0 17.318 0.0112502
-0.04004 0.484305 19.4825 -2.30662 0 17.318 0.0124656
-0.042042 0.328146 20.272 -2.45912 0 17.318 0.0137434
-0.044044 -0.141497 21.2685 -2.71694 0 17.318 0.0150834
-0.046046 -0.341944 21.646 -2.73691 0 17.318 0.0164858
-0.048048 -0.335814 22.6978 -2.93926 0 17.318 0.0179505
-0.0500501 -0.0708874 23.4687 -3.31026 0 17.318 0.0194775
-0.0520521 -0.280908 24.2926 -3.32022 0 17.318 0.0210669
-0.0540541 -0.452498 24.279 -3.42126 0 17.318 0.0227186
-0.0560561 -0.244121 24.5208 -3.35354 0 17.318 0.0244326
-0.0580581 -0.318255 24.1705 -3.39094 0 17.318 0.026209
-0.0600601 -0.173874 23.7408 -3.45562 0 17.318 0.0280477
-0.0620621 -0.105523 22.8064 -3.45588 0 17.318 0.0299487
-0.0640641 -0.258517 21.8246 -3.33675 0 17.318 0.031912
-0.0660661 -0.366742 21.6334 -3.59064 0 17.318 0.0339377
-0.0680681 -0.350696 20.8518 -3.25057 0 17.318 0.0360257
-0.0700701 -0.252509 20.4176 -3.37089 0 17.318 0.038176
-0.0720721 0.00801699 19.5501 -3.27539 0 17.318 0.0403886
-0.0740741 0.166934 19.5551 -3.14056 0 17.318 0.0426636
-0.0760761 0.0203542 19.5632 -3.26627 0 17.318 0.0450009
-0.0780781 0.253456 19.2737 -3.57115 0 17.318 0.0474005
-0.0800801 0.117615 19.8022 -3.60642 0 17.318 0.0498625
-0.0820821 -0.173471 20.8542 -3.68157 0 17.318 0.0523868
-0.0840841 0.0903851 21.5544 -3.82643 0 17.318 0.0549734
-0.0860861 0.0500393 21.9653 -4.24778 0 17.318 0.0576224
-0.0880881 0.0379163 22.628 -4.41451 0 17.318 0.0603336
